,name,desc
252,Simple,AmazonSimpleDB:ahighlyavailableandflexiblenon-relationaldatastorethatoffloadstheworkofdatabaseadministration
253,Sidekiq,"Sidekiq:Simple,efficientbackgroundprocessingforRuby"
254,Rainstor,RainstorDB:databaseforstoringpetabyte-scalevolumesofstructuredandsemi-structureddata
255,Fatcache,TwitterFatcache:key/valuecacheforflashstorage
256,Nokiadisco,NokiaDisco:MapReduceframeworkdevelopedbyNokia
257,Beegfs,"BeeGFS:formerlyFhGFS,paralleldistributedfilesystem"
258,Crunch,ApacheCrunch:asimpleJavaAPIfortaskslikejoininganddataaggregationthataretedioustoimplementonplainMapReduce
259,Sawmill,Sawmill:extensivelogprocessingandreportingfeatures
260,Gistoolsfor,GISToolsforHadoop:BigDataSpatialAnalyticsfortheHadoopFramework
261,Darner,"Darner:simple,lightweightmessagequeue"
262,Kairos,"Kairos:TimeseriesdatastorageinRedis,Mongo,SQLandCassandra"
263,Eventhub,Eventhub:opensourceeventanalyticsplatform
264,Reborn,RebornDB:Distributeddatabasefullycompatiblewithredisprotocol
265,Crossroadsi/o,CrossroadsI/O:libraryforbuildingscalableandhighperformancedistributedapplications
266,Snowball,AmazonSnowball:apetabyte-scaledatatransportsolutionthatusessecureappliancestotransferlargeamountsofdataintoandoutofAWS
267,Sensei,"SenseiDB:distributed,realtime,semi-structureddatabase"
268,Bigchain,BigchainDB:Thescalableblockchaindatabase.
269,Fblearnerflow,"FacebookFBLearnerFlow:providesinnovativefunctionality,likeautomaticgenerationofUIexperiencesfrompipelinedefinitionsandautomaticparallelizationofPythoncodeusingfutures"
270,Flumejava,"GoogleFlumeJava:Easy,EfficientData-ParallelPipelines.BaseofGoogleDataflow"
271,Impala,"ClouderaImpala:frameworkforinteractiveanalysis,InspiredbyDremel"
272,Zoomdata,Zoomdata:BigDataAnalytics
273,Omega,GoogleOmega:jobschedulingandmonitoringsystem
274,Knoxgateway,ApacheKnoxGateway:singlepointofsecureaccessforHadoopclusters
275,Datapine,Datapine:self-servicebusinessintelligencetoolinthecloud
276,Graphistry,Graphistry:runningonGPUsandturnsstaticdesignsintointeractivetoolsusingclient/cloudGPUinfrastructureandGPU-acceleratedlanguageslikeSuperconductor
277,Foundation,"FoundationDB:distributeddatabase,inspiredby F1"
278,Hashicorpnomad,"HashiCorpNomad:aDistributed,HighlyAvailable,Datacenter-AwareScheduler"
279,Tableau,Tableau:businessintelligenceplatform
280,Titan,"Titan:distributedgraphdatabase,builtoverCassandra"
281,Biginsights,"IBMBigInsights:dataprocessing,warehousingandanalytics"
282,Scaleouthserver,"ScaleOuthServer:fast,scalablein-memorydatagridforHadoop"
283,Pumabenchmarking,PUMABenchmarking:benchmarksuiteforMapReduceapplications
284,Dynomite,NetflixDynomite:thinDynamo-basedreplicationforcacheddata
285,Quicksight,AmazonQuickSight:BusinessIntelligenceforBigData
286,Streamblaze,SQLStreamBlaze:streamprocessingplatform
287,Mesos,ApacheMesos:clustermanager
288,Ribbon,NetflixRibbon:aInterProcessCommunication(remoteprocedurecalls)librarywithbuiltinsoftwareloadbalancers.TheprimaryusagemodelinvolvesRESTcallswithvariousserializationschemesupport
289,Amplabsampleclean,AMPLabSampleClean:scalabletechniquesfordatacleaningandstatisticalinferenceondirtydata
290,Megastore,"GoogleMegastore:scalable,highlyavailablestorage"
291,Bigtop,ApacheBigtop:systemdeploymentframeworkfortheHadoopecosystem
292,Metanautixquest,MetanautixQuest:datacomputeengine
293,Pivotalhawq,PivotalHAWQ:SQL-likedatawarehousesystemfor Hadoop
294,Akkatoolkit,"AkkaToolkit:runtimefordistributed,andfaulttolerantevent-drivenapplicationsontheJVM"
295,Ranger,"ApacheRanger:frameworktoenable,monitorandmanagecomprehensivedatasecurityacrosstheHadoopplatform(formerlycalledApacheArgus)"
296,Eventhubs,AzureEventHubs:ahighlyscalablepublish-subscribeeventingestor
297,Infinitegraph,InfiniteGraph:distributedgraphdatabase
298,Tessera,Tessera:EnvironmentforDeepAnalysisofLargeComplexData
299,Caffeine,GoogleCaffeine:continuousindexingsystem
300,Stratiodecision,StratioDecision:theunionofareal-timemessagingbuswithacomplexeventprocessingengineusingSparkStreaming
301,Gobblin,LinkedInGobblin:aframeworkforSolvingBigDataIngestionProblem
302,Cassandra,"ApacheCassandra:column-orienteddistribuiteddatastore,inspiredby BigTable"
303,Hbase,"ApacheHBase:column-orienteddistribuiteddatastore,inspiredbyBigTable"
304,Influx,InfluxDB:distributedtimeseriesdatabase
305,Kinesis,AmazonKinesis:real-timeprocessingofstreamingdataatmassivescale
306,Twemproxy,"Twemproxy:Afast,light-weightproxyformemcachedandredis"
307,Spanner,GoogleSpanner:globallydistributedsemi-relationaldatabase
308,Memgraph,"MemGraph:cyphercompatibile,high-performancein-memorytransactionalandreal-timeanalyticsgraphdatabase"
309,Blaze,Blaze:Pythonusershigh-levelaccesstoefficientcomputationoninconvenientlylargedata
310,Graphengine,"MicrosoftGraphEngine:adistributed,in-memory,largegraphprocessingengine,underpinnedbyastrongly-typedRAMstoreandageneralcomputationengine"
311,Whirr,ApacheWhirr:setoflibrariesforrunningcloudservices
312,Document,"MicrosoftDocumentDB:fully-managed,highly-scalable,NoSQLdocumentdatabaseservice"
313,Gizzard,TwitterGizzard:aflexibleshardingframeworkforcreatingeventually-consistentdistributeddatastores
314,Zipkin,TwitterZipkin:distributedtracingsystemthathelpsusgathertimingdataforallthedisparateservicesatTwitter
315,Percolator,GooglePercolator:continuousindexingsystem
316,Mcdipper,FacebookMcDipper:key/valuecacheforflashstorage
317,Graphlabpowergraph,GraphLabPowerGraph:acoreC++GraphLabAPIandacollectionofhigh-performancemachinelearninganddataminingtoolkitsbuiltontopoftheGraphLabAPI
318,Storm,ApacheStorm:frameworkforstreamprocessingbyTwitteralsoonYARN
319,Jumbune,Jumbune:Jumbuneisanopen-sourceproductbuiltforanalyzingHadoopclusterandMapReducejobs.
320,Hipilibrary,HIPILibrary:APIforperformingimageprocessingtasksonHadoopsMapReduce
321,Cytoscape,Cytoscape:JavaScriptlibraryforvisualizingcomplexnetworks
322,Nupic,"nupic:NumentaPlatformforIntelligentComputing:abrain-inspiredmachineintelligenceplatform,andbiologicallyaccurateneuralnetworkbasedoncorticallearningalgorithms"
323,Openaigym,OpenAIGym:atoolkitfordevelopingandcomparingreinforcementlearningalgorithms
324,Pinball,PinterestPinball:customizableplatformforcreatingworkflowmanagers
325,Stratioingestion,StratioIngestion:ApacheFlumewithsteroids
326,Sentry,ApacheSentry:securitymodulefordatastoredinHadoop
327,Ambari,ApacheAmbari:operationalframeworkforHadoopmangement
328,Pneuralnet,MLPNeuralNet:FastmultilayerperceptronneuralnetworklibraryforiOSandMacOSX
329,Hparser,HParser:dataparsingtransformationenvironmentoptimizedforHadoop
330,Cascalog,Cascalog:dataprocessingandqueryinglibrary
331,Rabbitmq,RabbitMQ:Robustmessagingforapplications
332,Storehaus,"Storehaus:librarytoworkwithasynchronouskeyvaluestores,byTwitter"
333,Pinlater,PinterestPinlater:asynchronousjobexecutionsystem
334,Amplabsimr,AMPLabSIMR:runSparkonHadoopMapReducev1
335,Sf1rsearchengine,SF1RSearchEngine:distributedsearchenginewritteninc++
336,Surus,NetflixSurus:acollectionoftoolsforanalysisinPigandHive
337,Arango,ArangoDB:multimodeldistribuiteddatabase
338,Etsystatsd,EtsyStatsD:simpledaemonforeasystatsaggregation
339,Thunder,Thunder:Large-scaleanalysisofneuraldata
340,Oraclenodatabase,OracleNoSQLDatabase:distributedkey-valuedatabasebyOracleCorporation
341,Containerengine,"GoogleContainerEngine:RunDockercontainersonGoogleCloudPlatform,poweredbyKubernetes"
342,Graphite,Graphite:scalableRealtimeGraphing
343,Priam,"NetflixPriam:Co-Processforbackup/recovery,TokenManagement,andCentralizedConfigurationmanagementforCassandra"
344,Storsimple,MicrosoftStorSimple:auniquehybridcloudstoragesolutionthatlowerscostsandimprovesdataprotection
345,Tigon,"Tigon:adistributedframeworkbuiltonApacheHadoopTMandApacheHBaseTMforreal-time,high-throughput,low-latencydataprocessingandanalyticsapplications"
346,Tephra,Tephra:TransactionsforHBase
347,Peregrine,FacebookPeregrine:MapReduceframework
348,Lambda,AmazonLambda:acomputeservicethatrunsyourcodeinresponsetoeventsandautomaticallymanagesthecomputeresourcesforyou
349,Summingbird,"TwitterSummingbird:StreamingMapReducewithScaldingandStorm,byTwitter"
350,Hbasecoprocessor,"HBaseCoprocessor:implementationof Percolator,partof HBase"
351,Hazelcast,Hazelcast:In-MemoryDataGrid
352,Dynamo,"AmazonDynamoDB:distributedkey/valuestore,implementationof Dynamopaper"
353,Gridgain,"GridGain:GGFS,Hadoopcompliantin-memoryfilesystem"
354,Infovore,Infovore:RDF-centricMap/Reduceframework
355,Ohmdatac5,OhmDataC5:improvedversionofHBase
356,Amplabvelox,"AMPLabVelox:adatamanagementsystemforfacilitatingthenextstepsinreal-world,large-scaleanalyticspipelines"
357,Recline,Recline:simplebutpowerfullibraryforbuildingdataapplicationsinpureJavascriptandHTML
358,Domino,"Domino:Run,scale,share,anddeploymodelsÑwithoutanyinfrastructure."
359,Tachyon,Tachyon:reliablefilesharingatmemoryspeedacrossclusterframeworks
360,Pivotalgreenplum,"PivotalGreenplum:purpose-built,dedicatedanalyticdatawarehouse"
361,Pumba,Pumba:ChaostestingtoolforDocker
362,Elephant,ElephantDB:DistributeddatabasespecializedinexportingdatafromHadoop
363,Mantis,NetflixMantis:EventStreamProcessingSystem
364,Logstash,Logstash:atoolformanagingeventsandlogs
365,Giraph,"ApacheGiraph:implementationofPregel,basedonHadoop"
366,Infini,InfiniDB:isaccessedthroughaMySQLinterfaceandusemassiveparallelprocessingtoparallelizequeries
367,Ironmq,IronMQ:easy-to-usehighlyavailablemessagequeuingservice
368,Mcrouter,FacebookMcrouter:amemcachedprotocolrouterforscalingmemcacheddeployments
369,Terrastore,Terrastore:amoderndocumentstorewhichprovidesadvancedscalabilityandelasticityfeatureswithoutsacrificingconsistency
370,Karaf,ApacheKaraf:OSGiruntimethatrunsontopofanyOSGiframework
371,Mahout,ApacheMahout:machinelearninglibraryforHadoop
372,Getstreamstreamframework,"GetStreamStreamFramework:aPythonlibrary,whichallowsyoutobuildnewsfeedandnotificationsystemsusingCassandraand/orRedis"
373,Enigmaio,"Enigma.io:Freemiumrobustwebapplicationforexploring,filtering,analyzing,searchingandexportingmassivedatasetsscrapedfromacrosstheWeb"
374,Lustrefilesystem,Lustrefilesystem:high-performancedistributedfilesystem
375,Matplotlib,Matplotlib:plottingwithPython
376,Storage,GoogleCloudStorage:durableandhighlyavailableobjectstorage
377,Krati,LinkedInKrati:isasimplepersistentdatastorewithverylowlatencyandhighthroughput
378,Etsyconjecture,EtsyConjecture:scalableMachineLearninginScalding
379,Chubby,GoogleChubby:alockserviceforloosely-coupleddistributedsystems
380,Stratioexplorer,"StratioExplorer:anInteractiveWebinterpretertoApacheCrossdata,StratioIngestion,StratioDecision,Markdown,ApacheSpark,ApacheSpark-SQLandcommandShell"
381,Hindex,hIndex:SecondaryIndexforHBase
382,Hypergraph,"HyperGraphDB:generalpurpose,open-sourcedatastoragemechanismbasedonapowerfulknowledgemanagementformalismknownasdirectedhypergraphs"
383,Velox,Velox:asystemforservingmachinelearningpredictions
384,Sphinxsearchserver,SphinxSearchServer:fulltextsearchengine
385,Optiq,ApacheOptiq:frameworkthatallowsefficienttranslationofqueriesinvolvingheterogeneousandfederateddata
386,Yhatscienceops,"YHatScienceOps:platformfordeploying,managing,andscalingpredictivemodelsinproductionapplications"
387,Pinot,LinkedInPinot:adistributedsystemthatsupportscolumnarindexeswiththeabilitytoaddnewtypesofindexes
388,Buildoop,Buildoop:SimilartoApacheBigTopbasedonGroovylanguage
389,Mesosaurus,Mesosaurus:Mesostaskloadsimulatorframeworkfor(clusterandMesos)performanceanalysis
390,Microstrategy,"Microstrategy:softwareplatformsforbusinessintelligence,mobileintelligence,andnetworkapplications"
391,Nextflow,Nextflow:Datafloworientedtoolkitforparallelanddistributedcomputationalpipelines
392,Databus,LinkedInDatabus:streamofchangecaptureeventsforadatabase
393,Actianingres,"ActianIngres:commerciallysupported,open-sourceSQLrelationaldatabasemanagementsystem"
394,Tumblrgenesis,TumblrGenesis:atoolfordatacenterautomation
395,Keystone,KeystoneML:Simplifyingrobustend-to-endmachinelearningonApacheSpark
396,Gearpump,GearPump:alightweightreal-timebigdatastreamingengine
397,Teradatadatabase,TeradataDatabase:completerelationaldatabasemanagementsystem
398,Stado,Stado:opensourceMPPdatabasesystemsolelytargetedatdatawarehousinganddatamartapplications
399,Youtubevitess,YoutubeVitess:providesserversandtoolswhichfacilitatescalingofMySQLdatabasesforlargescalewebservices
400,Mpich,MPICH:highperformanceandwidelyportableimplementationoftheMessagePassingInterface(MPI)standard
401,Pentaho,Pentaho:businessintelligenceplatform
402,Pinalytics,Pinalytics:Pinterestâsdataanalyticsengine
403,Stratiota,StratioSparkta:realtimemonitoring
404,Restmq,"RestMQ:messagequeuewhichusesHTTPastransport,JSONtoformataminimalistprotocolandisorganizedasRESTresources"
405,Jumbo,jumboDB:documentorienteddatastoreoverHadoop
406,Sigma,Sigma.js:JavaScriptlibrarydedicatedtographdrawing
407,Helix,ApacheHelix:clustermanagementframework
408,Catalyst,SparkCatalyst:isaQueryOptimizationFrameworkforSparkandShark
409,Chartist,Chartist.js:anotheropensourceHTML5Chartsvisualization
410,Tibcoenterprisemessageservice,TIBCOEnterpriseMessageService:standards-basedmessagingmiddleware
411,Scuba,FacebookScuba:distributedin-memorydatastore
412,Sibyl,GoogleSibyl:SystemforLargeScaleMachineLearningatGoogle
413,Mapreduce,GoogleMapReduce:mapreduceframework
414,Twill,ApacheTwill:abstractionoverYARNthatreducesthecomplexityofdevelopingdistributedapplications
415,Kairosdb,Kairosdb:similartoOpenTSDBbutallowsforCassandra
416,Orleans,MicrosoftOrleans:astraightforwardapproachtobuildingdistributedhigh-scalecomputingapplications
417,Rocket,"Rocket:analternativetotheDockerruntime,designedforserverenvironmentswiththemostrigoroussecurityandproductionrequirements"
418,Sanddance,MicrosoftSandDance:visuallyexploredatasetstofindstoriesandextractinsights
419,Handlersocket,HandlerSocket:NoSQLpluginforMySQL/MariaDB
420,Fnordmetricchart,FnordMetricChartSQL:allowsyoutowriteSQLqueriesthatreturnchartsinsteadoftables.ThechartsarerenderedasSVGvectorgraphics.
421,Marathon,Marathon:Mesosframeworkforlong-runningservices
422,Watson,IBMWatson:cognitivecomputingsystem
423,Samza,"ApacheSamza:streamprocessingframework,basedonKaflaandYARN"
424,Stinger,Stinger:interactivequeryforHive
425,Eventstore,EventStore:distributedtimeseriesdatabase
426,Vowpalwabbit,VowpalWabbit:learningsystemsponsoredbyMicrosoftandYahoo!
427,Redis,Redis:inmemorykeyvaluedatastore
428,Haeinsa,"Haeinsa:linearlyscalablemulti-row,multi-tabletransactionlibraryforHBasebasedonPercolator"
429,Qubole,"Qubole:auto-scalingHadoopcluster,built-indataconnectors"
430,Berkeleyswimbenchmark,BerkeleySWIMBenchmark:real-worldbigdataworkloadbenchmark
431,Distributedr,DistributedR:scalablehigh-performanceplatformfortheRlanguage
432,Hannibal,Hannibal:HannibalistooltohelpmonitorandmaintainHBase-Clustersthatareconfiguredformanualsplitting.
433,Benchmarking,ApacheHadoopBenchmarking:micro-benchmarksfortestingHadoopperformances
434,Projectorleans,MicrosoftProjectOrleans:aframeworkthatprovidesastraightforwardapproachtobuildingdistributedhigh-scalecomputingapplications
435,Hortonworkshoya,HortonworksHOYA:applicationthatcandeployHBaseclusteronYARN
436,Spice,AmazonSPICE:Super-fastParallelIn-memoryCalculationEngine
437,Adabas,Adabas:ADABASwasNoSQLfromatimewhentherewasnoSQL
438,Prism,FacebookPrism:multidatacentersreplicationsystem
439,Ec2containerservice,"AmazonEC2ContainerService:ahighlyscalable,highperformancecontainermanagementservicethatsupportsDockercontainers"
440,Gangliamonitoring,GangliaMonitoringSystem:scalabledistributedmonitoringsystemforhigh-performancecomputingsystemssuchasclustersandGrids
441,Extreme,"eXtremeDB:in-memorydatabasecombinesexceptionalperformance,reliabilityanddeveloperefficiencyinaprovenreal-timeembeddeddatabaseengine"
442,Trafodion,Trafodion:enterprise-classSQL-on-HBasesolutiontargetingbigdatatransactionaloroperationalworkloads
443,Elephantbird,TwitterElephantBird:librariesforworkingwithLZOP-compresseddata
444,Redhatglusterfs,RedHatGlusterFS:scale-outnetwork-attachedstoragefilesystem
445,Brooklyn,Brooklyn:librarythatsimplifiesapplicationdeploymentandmanagement
446,Tibcoactivespaces,TIBCOActiveSpaces:in-memorydatagrid
447,Succinct,SuccinctSpark:EnablingQueriesonCompressedData
448,Marklogic,MarkLogic:Schema-agnosticEnterpriseNoSQLdatabasetechnology
449,Photon,GooglePhoton:geographicallydistributedsystemforjoiningmultiplecontinuouslyflowingstreamsofdatainreal-timewithhighscalabilityandlowlatency
450,Tempoiq,TempoIQ:Cloud-basedsensoranalytics
451,Hornetq,"HornetQ:opensourceprojecttobuildamulti-protocol,embeddable,veryhighperformance,clustered,asynchronousmessagingsystem"
452,Aurora,"AmazonAurora:aMySQL-compatible,relationaldatabaseenginethatcombinesthespeedandavailabilityofhigh-endcommercialdatabaseswiththesimplicityandcost-effectivenessofopensourcedatabases"
453,Tokiocabinet,TokioCabinet:alibraryofroutinesformanagingadatabase
454,Gearman,Gearman:JobServer
455,Jaspersoft,Jaspersoft:powerfulbusinessintelligencesuite
456,Airbnbairflow,"AirBnBAirflow:AirFlowisasystemtoprogrammaticallyauthor,scheduleandmonitordatapipelines"
457,Inviso,NetflixInviso:performancefocusedBigDatatool
458,Treode,TreodeDB:key-valuestorethatsreplicatedandshardedandprovidesatomicmultirowwrites
459,Ignite,"ApacheIgnite:high-performance,integratedanddistributedin-memoryplatformforcomputingandtransactingonlarge-scaledatasetsinreal-time"
460,Whiteelephant,LinkedInWhiteElephant:logaggregatoranddashboard
461,Datasaltsplout,DatasaltSploutSQL:fullSQLqueryengineforbigdatasets
462,Oracledatabase,OracleDatabase:object-relationaldatabasemanagementsystem
463,Hamster,HamsterDB:transactionalkey-valuedatabase
464,Packetpig,PacketPig:OpenSourceBigDataSecurityAnalytics
465,Vibedatastream,VibeDataStream:streamingdatacollectionforreal-timeBigDataanalytics
466,Corona,FacebookCorona:Hadoopenhancementwhichremovessinglepointoffailure
467,Norbert,LinkedinNorbert:clustermanager
468,Elasticfile,AmazonElasticFileSystem:filestorageserviceforAmazonElasticComputeCloud(AmazonEC2)instances
469,Activepivot,"ActivePivot:JavaIn-MemoryOLAPcubestoredincolumns,withclearlydecoupledpre/postprocessing"
470,Hypertable,"Hypertable:column-orienteddistribuiteddatastore,inspiredby BigTable"
471,Activemq,ActiveMQ:opensourcemessagingandIntegrationPatternsserver
472,Unqlite,"UnQLite:ain-processsoftwarelibrarywhichimplementsaself-contained,serverless,zero-configuration,transactionalNoSQLdatabaseengine"
473,Seqpig,SeqPig:Simpleandscalablescriptingforlargesequencingdataset(ex:bioinfomation)inHadoop
474,Flume,ApacheFlume:servicetomanagelargeamountoflogdata
475,Deepcl,DeepCL:OpenCLlibrarytotraindeepconvolutionalneuralnetworks
476,Convnetjs,convnetjs:DeepLearninginJavascript.TrainConvolutionalNeuralNetworks(orordinaryones)inyourbrowser
477,Cheetah,"Cheetah:HighPerformance,CustomDataWarehouseonTopofMapReduce"
478,Stratiostreaming,StratioStreaming:theunionofareal-timemessagingbuswithacomplexeventprocessingengineusingSparkStreaming
479,Datafu,ApacheDataFu:collectionofuser-definedfunctionsfor HadoopandPigdevelopedbyLinkedIn
480,Azkaban,LinkedinAzkaban:batchworkflowjobscheduler
481,Boxtron,BoxTron:proxytomemcachedservers
482,Chronos,Chronos:distributedandfault-tolerantscheduler
483,Thrift,ApacheThrift:frameworktobuildbinaryprotocols
484,Addthishydra,AddThisHydra:distributeddataprocessingandstoragesystemoriginallydevelopedatAddThis
485,Espresso,LinkedInEspresso:horizontallyscalabledocument-orientedNoSQLdatastore
486,Intelhibench,IntelHiBench:aHadoopbenchmarksuite
487,Graphlabdato,"GraphLabDato:fast,scalableengineofGraphLabCreate,aPythonlibrary"
488,Datastore,"GoogleCloudDatastore:isafullymanaged,schemalessdatabaseforstoringnon-relationaldataoverBigTable"
489,Teradataaster,TeradataAster:BigDataAnalytics
490,Rocks,RocksDB:embeddablepersistentkey-valuestoreforfaststoragebasedonLevelDB
491,Decider,Decider:FlexibleandExtensibleMachineLearninginRuby
492,Lilyhbaseindexer,LilyHBaseIndexer:quicklyandeasilysearchforanycontentstoredinHBase
493,Hyperdex,HyperDex:nextgenerationkey-valuestore
494,Physics,"CloudPhysics:collectoperationalmetadatafromyourvirtualizedinfrastructure,thencorrelateandanalyzeittoexposeoperationalhazardsandwastethatposeathreattoyourdatacenterperformance,efficiencyanduptime"
495,Quantcastfileqfs,QuantcastFileSystemQFS:open-sourcedistributedfilesystem
496,Luigi,"SpotifyLuigi:aPythonpackageforbuildingcomplexpipelinesofbatchjobs.Ithandlesdependencyresolution,workflowmanagement,visualization,handlingfailures,commandlineintegration,andmuchmore"
497,Gridmix3,YahooGridmix3:HadoopclusterbenchmarkingfromYahooengineerteam
498,Falcon,ApacheFalcon:datamanagementframework
499,Spatial,SpatialHadoop:SpatialHadoopisaMapReduceextensiontoApacheHadoopdesignedspeciallytoworkwithspatialdata.
500,Staash,NetflixSTAASH:language-agnosticaswellasstorage-agnosticwebinterfaceforstoringdataintopersistentstoragesystems
501,Bayes,BayesDB:statisticorientedSQLdatabase
502,Dataflow,"GoogleDataflow:createdatapipelinestohelpthemæingest,transformandanalyzedata"
503,Madlib,MADlib:data-processinglibraryofanRDBMStoanalyzedata
504,Graphx,GraphX:resilientDistributedGraphSystemonSpark
505,Kafka,ApacheKafka:distributedpublish-subscribemessagingsystem
506,Arbor,Arbor:graphvisualizationlibraryusingwebworkersandjQuery
507,Memcached,FacebookMemcached:forkofMemcache
